10	27311	29480
10	44776	48893
10	95251	97456
10	144560	279472
10	412062	469634
10	522272	535088
10	548443	584829
10	587392	595786
10	608556	615933
10	617457	625366
10	631283	656704
10	677546	756835
10	776240	776248
10	803114	809820
10	953588	1025239
10	1066302	1167997
10	1175141	1340629
10	1343053	1362637
10	1365592	1496089
10	1499316	2002094
10	2021896	2196998
10	2213153	2317117
10	2323352	2503846
10	2511047	2603589
10	2640566	2703448
10	2714371	2715489
10	2757089	2943426
10	2948981	2961478
10	3012154	3269320
10	3277861	3444198
10	3535246	3654344
10	3912758	3999636
10	4272375	4273187
10	4274588	4322666
10	4343856	4343918
10	4484142	4484786
10	4499262	4523460
10	4561913	4581716
10	4583376	4600121
10	4607424	4771576
10	4776411	4845301
10	4881801	4911406
10	4913256	4982425
10	5005037	5112856
10	5119414	5232351
10	5257550	5270958
10	5273230	5361986
10	5378899	5397685
10	5402108	5519592
10	5523201	5560547
10	5572106	5590756
10	5595184	5659876
10	5705916	5718107
10	5755203	5761409
10	5851981	5907395
10	5908694	5922323
10	5923822	6162916
10	6173135	6225790
10	6233792	6768663
10	6824491	6832055
10	7003658	7054970
10	7167446	7580256
10	7582548	7601665
10	7618745	7703672
10	7706201	7728657
10	7732931	7783292
10	7853174	7915184
10	7916580	8015601
10	8049698	8052004
10	8078382	8169938
10	8182337	8186433
10	8224440	8373463
10	8387596	8451611
10	8520635	8785767
10	8805396	8871713
10	8895617	8938780
10	9000101	9166412
10	9186454	9189200
10	9221816	9259512
10	9292673	9656372
10	9673128	9731046
10	9736048	9788808
10	9793362	9955703
10	9981204	9995665
10	10079278	10132669
10	10217693	10235069
10	10259832	10269409
10	10299067	10313160
10	10322321	10479209
10	10484988	10574412
10	10576155	10736307
10	10894253	10906212
10	10978419	11211092
10	11214847	11252856
10	11648623	11663708
10	11696989	11830493
10	11854970	11862440
10	11894186	11944846
10	12059790	12094560
10	12100676	12103418
10	12104443	12145763
10	12146888	12195877
10	12197894	12310023
10	12321518	12336007
10	12359608	12401202
10	12405901	12425235
10	12426303	12936938
10	12960758	13350804
10	13361765	13669414
10	13773569	13895133
10	13899648	14012075
10	14045532	14058129
10	14059589	14088444
10	14095088	14142329
10	14144637	14151092
10	14201415	14274617
10	14290915	14293170
10	14351901	14476900
10	14478909	14535778
10	14836920	14851321
10	14858308	14953081
10	14957021	15733192
10	15737280	15769220
10	15772034	15781747
10	15789821	15835618
10	15901390	16111741
10	16183416	16207718
10	16209257	16303245
10	16424986	16512555
10	16517254	16536547
10	16541034	16618560
10	16628466	16688260
10	16690710	16813637
10	16814677	16878981
10	16880436	16948235
10	16973779	16977611
10	17184226	17274732
10	17286698	17377782
10	17435103	17437028
10	17476812	17486510
10	17494460	17664185
10	17714823	17740755
10	17757839	17804910
10	17819784	18266876
10	18276199	18392793
10	18694836	18744235
10	18770543	18789139
10	18807852	18866830
10	18894516	18907619
10	18910065	18911726
10	18923296	18934851
10	18974000	18983957
10	18995133	19019095
10	19066478	19103124
10	19122686	19331027
10	19339895	19792771
10	19796089	20367276
10	20368549	20382128
10	20558371	20659639
10	20729137	20860835
10	20869085	21015143
10	21016474	21034285
10	21038692	21238052
10	21264587	21314487
10	21335968	21383878
10	21410541	21419804
10	21510936	21511583
10	21513349	21673236
10	21698486	21706041
10	21751437	21780990
10	21826348	21866926
10	21877147	21892799
10	21901698	22014737
10	22045006	22069877
10	22094065	22121495
10	22170155	22190859
10	22213872	22214971
10	22222620	22336794
10	22380531	22398464
10	22423616	22450061
10	22455824	22456546
10	22527448	22538632
10	22624288	22627178
10	22736915	22758592
10	22761778	22806368
10	22821976	22881464
10	22896890	23302300
10	23495217	23647536
10	24025171	24124353
10	24139302	24193843
10	24210886	24274089
10	24277652	24313739
10	24316932	24604447
10	24614125	24672214
10	24743479	24758022
10	24877245	25006034
10	25016651	25040378
10	25135224	25467887
10	25492120	25521639
10	25559037	25574221
10	25594397	25640416
10	25653882	25663984
10	25760434	25959018
10	26096173	26105723
10	26118823	26215344
10	26336446	26459960
10	26469555	26522420
10	26523894	26652147
10	26698337	27427264
10	27447073	27553756
10	27592673	27602317
10	27633404	27812695
10	27832436	27941180
10	27989757	27999731
10	28030817	28042609
10	28069424	28104637
10	28105874	28208338
10	28242237	28249391
10	28252328	28253901
10	28281047	28303658
10	28311132	28347693
10	28349117	28370784
10	28372416	28387802
10	28605650	28673331
10	28675596	28696058
10	28738711	28765905
10	28767357	28782940
10	28790855	28801750
10	28820286	28877146
10	28885330	28895219
10	28896355	28975209
10	28977822	29026962
10	29105545	29134154
10	29149538	29182716
10	29187124	29556817
10	29577139	29672784
10	29677625	29683949
10	29722718	29807643
10	29829804	30107974
10	30129502	31193416
10	31344587	31369056
10	31371108	31456429
10	31486065	31959985
10	31964311	32238066
10	32277251	32621690
10	32716814	32809726
10	32812945	32849740
10	32859536	32895050
10	32935037	32960867
10	32995220	32996386
10	33029608	33158472
10	33167430	33716510
10	33764648	33798843
10	33833408	33869971
10	33874881	33936687
10	33939119	33942422
10	33960354	33990061
10	33992053	34074534
10	34179945	34186762
10	34283740	34365328
10	34368503	34520225
10	34552509	34635649
10	34648944	34676337
10	34860207	34940876
10	35081023	35173238
10	35175665	35239712
10	35243477	35371153
10	35375322	35394272
10	35398362	35432687
10	35441947	35511548
10	35532929	35547062
10	35560417	35575925
10	35607690	35641791
10	35669107	35839401
10	35916934	37381372
10	37384484	37427507
10	37440201	37538101
10	37542195	37979992
10	38350323	38584839
10	38614982	38637649
10	38670218	38681692
10	38700679	38701327
10	38704651	38727916
10	38751608	38789825
10	38798008	38853264
10	38872705	38884584
10	38892365	38907454
10	38921919	39223440
10	39225850	39266087
10	39302992	39318325
10	39333873	39342706
10	39373482	39455053
10	39506095	39543053
10	39558685	39645331
10	39660969	39672610
10	39741986	39748754
10	39786730	39794717
10	39841778	39860289
10	39999604	40123695
10	40219519	40311612
10	40393898	40960172
10	41211952	41848047
10	41849101	42402237
10	42430648	42467276
10	42481025	42619349
10	42640221	42649939
10	42685396	42690588
10	42717461	42718765
10	42748712	42770638
10	42794651	42965780
10	42968634	43086487
10	43113221	43209082
10	43285897	43375594
10	43537960	43541478
10	43557507	43572639
10	43622152	43656398
10	43672631	43716249
10	43798655	43826661
10	43952235	44146281
10	44153806	44449016
10	44451234	44462643
10	44576707	45272175
10	45304549	45474003
10	45542596	45752378
10	45761330	45967747
10	45971152	45997164
10	46013117	46017973
10	46020744	46032713
10	46075772	46142780
10	46149120	46162851
10	46168006	46258075
10	46289996	46315911
10	46404052	46420435
10	46429480	46531692
10	46618627	46632193
10	46694571	46784175
10	46831756	46844821
10	46905598	46911765
10	46957769	46959166
10	46969107	46969419
10	46971463	46992135
10	46998506	47079873
10	47116221	47193412
10	47194727	47295384
10	47316318	47526693
10	47611583	48147505
10	48163163	48230063
10	48234930	48239132
10	48256112	48259360
10	48321974	48468093
10	48579125	48710816
10	49070391	49228984
10	49247322	49282246
10	49308749	49363931
10	49366032	49522944
10	49524860	49553905
10	49610365	49662130
10	49720455	49780980
10	49871449	49879403
10	49881975	49892420
10	49914226	49921871
10	49932388	49936386
10	49966742	50001829
10	50086730	50227536
10	50389580	50389633
10	50451546	50569634
10	50572296	50581017
10	50596497	50636880
